diagnosis_type	diagnosis_code	diagnosis_description	icd9cm	icd10cm	flags
ICD9	V54.16	AFTERCARE FOR HEALING TRAUMATIC FRACTURE OF LOWER LEG	V5416	S82025D	10000
ICD9	966.3	POISONING BY OTHER AND UNSPECIFIED ANTICONVULSANTS	9663	T4271XA	10000
ICD9	V54.16	AFTERCARE FOR HEALING TRAUMATIC FRACTURE OF LOWER LEG	V5416	S82391D	10000
ICD9	V54.12	AFTERCARE FOR HEALING TRAUMATIC FRACTURE OF LOWER ARM	V5412	S62659D	10000
ICD9	979	POISONING BY OTHER VACCINES AND BIOLOGICAL SUBSTANCES	9790	T50B11A	10000
ICD9	728.2	MUSCULAR WASTING AND DISUSE ATROPHY, NOT ELSEWHERE CLASSIFIED	7282	M6250	10000
ICD9	682.0	CELLULITIS AND ABSCESS OF FACE	6820	L03212	10000
ICD9	E831.8	ACCIDENT TO WATERCRAFT CAUSING OTHER INJURY TO OTHER SPECIFIED PERSON	E8318	V9189XA	10000
ICD9	996.04	MECHANICAL COMPLICATION DUE TO AUTOMATIC IMPLANTABLE CARDIAC DEFIBRILLATOR	99604	T82191A	10000
ICD9	647.63	Other viral diseases complicating pregnancy, childbirth, or the puerperium, antepartum condition or complication	64763	O98513	10000
ICD9	362.76	DYSTROPHIES PRIMARILY INVOLVING THE RETINAL PIGMENT EPITHELIUM	36276	H3554	00000
ICD9	666.02	Third-stage postpartum hemorrhage, delivered, with mention of postpartum complication	66602	O43232	10112
ICD9	901.0	INJURY TO THORACIC AORTA	9010	S2500XA	10000
ICD9	691.8	OTHER ATOPIC DERMATITIS AND RELATED CONDITIONS	6918	L2081	10000
ICD9	V79.0	SCREENING FOR DEPRESSION	V790	Z1389	10000
ICD9	256.9	UNSPECIFIED OVARIAN DYSFUNCTION	2569	E289	00000
ICD9	998.12	HEMATOMA COMPLICATING A PROCEDURE	99812	E89821	10000
ICD9	646.81	Other specified complications of pregnancy, delivered, with or without mention of antepartum condition	64681	O9989	10000
ICD9	791.9	OTHER NONSPECIFIC FINDINGS ON EXAMINATION OF URINE	7919	R8279	10000
ICD9	743.20	BUPHTHALMOS, UNSPECIFIED	74320	Q150	10000
ICD9	848.5	PELVIC SPRAIN	8485	S338XXA	10000
ICD9	944.06	BURN OF UNSPECIFIED DEGREE OF BACK OF HAND	94406	T23069A	10000
ICD9	E985.6	INJURY BY AIR GUN	E9856	Y240XXA	10000
ICD9	800.40	CLOSED FRACTURE OF VAULT OF SKULL WITH INTRACRANIAL INJURY OF OTHER AND UNSPECIFIED NATURE, WITH STATE OF CONSCIOUSNESS UNSPECIFIED	80040	S069X0A	10112
ICD9	834.02	CLOSED DISLOCATION OF INTERPHALANGEAL (JOINT), HAND	83402	S63299A	10000
ICD9	380.0	Perichondritis and chondritis of pinna	38000	H61009	10000
ICD9	369.24	BETTER EYE: MODERATE VISION IMPAIRMENT; LESSER EYE: SEVERE VISION IMPAIRMENT	36924	H542X21	10000
ICD9	E853.0	ACCIDENTAL POISONING BY PHENOTHIAZINE-BASED TRANQUILIZERS	E8530	NoDx	11000
ICD9	414.06	Coronary atherosclerosis of native coronary artery of transplanted heart	41406	I25811	10000
ICD9	730.9	UNSPECIFIED INFECTION OF BONE	73090	M869	10000
ICD9	410.90	ACUTE MYOCARDIAL INFARCTION, UNSPECIFIED SITE, EPISODE OF CARE UNSPECIFIED	41090	I21A1	10000
ICD9	804.25	CLOSED FRACTURES INVOLVING SKULL OR FACE WITH OTHER BONES WITH SUBARACHNOID, SUBDURAL, AND EXTRADURAL HEMORRHAGE, WITH PROLONGED [MORE THAN 24 HOURS] LOSS OF CONSCIOUSNESS, WITHOUT RETURN TO PRE-EXISTING CONSCIOUS LEVEL	80425	S064X6A	10112
ICD9	954.9	INJURY TO UNSPECIFIED NERVE OF TRUNK, EXCLUDING SHOULDER AND PELVIC GIRDLES	9549	S349XXA	10000
ICD9	995.29	Unspecified adverse effect of other drug, medicinal and biological substance	99529	T507X5A	10000
ICD9	E016.0	Activities Involving Digging, Shoveling and Raking	E0160	Y93H1	00000
ICD9	207.02	Acute erythremia and erythroleukemia in relapse	20702	C9402	00000
ICD9	E934.5	ANTICOAGULANT ANTAGONISTS AND OTHER COAGULANTS CAUSING ADVERSE EFFECTS IN THERAPEUTIC USE	E9345	NoDx	11000
ICD9	730	OSTEOMYELITIS, PERIOSTITIS, AND OTHER INFECTIONS INVOLVING BONE	73000	M8620	10000
ICD9	733.82	NONUNION OF FRACTURE	73382	S8290XM	10000
ICD9	727.89	OTHER DISORDERS OF SYNOVIUM, TENDON, AND BURSA	72789	M7180	10000
ICD9	755.10	SYNDACTYLY OF MULTIPLE AND UNSPECIFIED SITES	75510	Q709	10000
ICD9	989.5	TOXIC EFFECT OF VENOM	9895	T63032A	10000
ICD9	098	GONOCOCCAL INFECTIONS	0980	A5400	10000
ICD9	904.3	INJURY TO SAPHENOUS VEINS	9043	S75209A	10000
ICD9	V54.12	AFTERCARE FOR HEALING TRAUMATIC FRACTURE OF LOWER ARM	V5412	S52211D	10000
ICD9	763.4	CESAREAN DELIVERY AFFECTING FETUS OR NEWBORN	7634	P034	00000
ICD9	801.23	CLOSED FRACTURE OF BASE OF SKULL WITH SUBARACHNOID, SUBDURAL, AND EXTRADURAL HEMORRHAGE, WITH MODERATE [1-24 HOURS] LOSS OF CONSCIOUSNESS	80123	S066X4A	10112
ICD9	V54.19	AFTERCARE FOR HEALING TRAUMATIC FRACTURE OF OTHER BONE	V5419	S0232XD	10000
ICD9	V54.12	AFTERCARE FOR HEALING TRAUMATIC FRACTURE OF LOWER ARM	V5412	S59042D	10000
ICD9	646.11	Edema or excessive weight gain in pregnancy, without mention of hypertension, delivered, with or without mention of antepartum condition	64611	O2602	10000
ICD9	995.86	MALIGNANT HYPERTHERMIA	99586	T883XXA	10000
ICD9	895.0	TRAUMATIC AMPUTATION OF TOE(S) (COMPLETE) (PARTIAL), WITHOUT MENTION OF COMPLICATION	8950	S98229A	10000
ICD9	794.8	NONSPECIFIC ABNORMAL RESULTS OF FUNCTION STUDY OF LIVER	7948	R945	00000
ICD9	673.81	Other obstetrical pulmonary embolism, delivered, with or without mention of antepartum condition	67381	O8882	10000
ICD9	765.10	OTHER PRETERM INFANTS, UNSPECIFIED [WEIGHT]	76510	P0700	10000
ICD9	928.21	CRUSHING INJURY OF ANKLE	92821	S9700XA	10000
ICD9	956.3	INJURY TO PERONEAL NERVE	9563	S8410XA	10000
ICD9	647.81	Other specified infectious and parasitic diseases complicating pregnancy, childbirth, or the puerperium, delivered, with or without mention of antepartum condition	64781	O99834	10000
ICD9	989.5	TOXIC EFFECT OF VENOM	9895	T63434A	10000
ICD9	307.1	ANOREXIA NERVOSA	3071	F5000	10000
ICD9	397.0	DISEASES OF TRICUSPID VALVE	3970	I078	10000
ICD9	375.89	OTHER DISORDERS OF LACRIMAL SYSTEM	37589	H0489	10000
ICD9	786.3	HEMOPTYSIS	78630	R042	10000
ICD9	959.09	INJURY OF FACE AND NECK	95909	S199XXA	10000
ICD9	342.02	FLACCID HEMIPLEGIA, AFFECTING NONDOMINANT SIDE	34202	G8104	10000
ICD9	V54.17	AFTERCARE FOR HEALING TRAUMATIC FRACTURE OF VERTEBRAE	V5417	S22078D	10000
ICD9	V54.16	AFTERCARE FOR HEALING TRAUMATIC FRACTURE OF LOWER LEG	V5416	S92503D	10000
ICD9	137	LATE EFFECTS OF TUBERCULOSIS	1370	B909	00000
ICD9	751.9	UNSPECIFIED CONGENITAL ANOMALY OF DIGESTIVE SYSTEM	7519	Q459	00000
ICD9	493.22	Chronic obstructive asthma, with (acute) exacerbation	49322	J441	10000
ICD9	995.29	Unspecified adverse effect of other drug, medicinal and biological substance	99529	T421X5A	10000
ICD9	V54.19	AFTERCARE FOR HEALING TRAUMATIC FRACTURE OF OTHER BONE	V5419	S02110D	10000
ICD9	998.11	HEMORRHAGE COMPLICATING A PROCEDURE	99811	L7601	10000
ICD9	651.01	Twin pregnancy, delivered, with or without mention of antepartum condition	65101	O30003	10000
ICD9	989.7	TOXIC EFFECT OF AFLATOXIN AND OTHER MYCOTOXIN [FOOD CONTAMINANTS]	9897	T6482XA	10000
ICD9	173.80	Unspecified Malignant Neoplasm of Other Specified Sites of Skin	17380	C4480	10000
ICD9	634.72	SPONTANEOUS ABORTION, COMPLETE, WITH OTHER SPECIFIED COMPLICATIONS	63472	O0388	10000
ICD9	283.1	NON-AUTOIMMUNE HEMOLYTIC ANEMIAS	28310	D594	10000
ICD9	759.89	Other Specified Congenital Anomalies	75989	Q875	10000
ICD9	290.43	Vascular dementia, with depressed mood	29043	F0151	10000
ICD9	521.0	DENTAL CARIES	52100	K029	10000
ICD9	E932.2	OVARIAN HORMONES AND SYNTHETIC SUBSTITUTES CAUSING ADVERSE EFFECTS IN THERAPEUTIC USE	E9322	NoDx	11000
ICD9	787.02	NAUSEA ALONE	78702	R110	00000
ICD9	759.89	Other Specified Congenital Anomalies	75989	E7871	10000
ICD9	341.21	Acute (transverse) myelitis in conditions classified elsewhere	34121	G373	10000
ICD9	805.01	Closed fracture of first cervical vertebra, without mention of spinal cord injury	80501	S12001A	10000
ICD9	E917.1	STRIKING AGAINST OR STRUCK ACCIDENTALLY BY A CROWD, CAUSED BY COLLECTIVE FEAR OR PANIC WITHOUT SUBSEQUENT FALL	E9171	W52XXXA	10000
ICD9	E863.4	ACCIDENTAL POISONING BY OTHER AND UNSPECIFIED INSECTICIDES	E8634	NoDx	11000
ICD9	599.81	URETHRAL HYPERMOBILITY	59981	N3641	10000
ICD9	922.3	CONTUSION OF BACK	92231	S300XXA	10000
ICD9	V53.99	Fitting and adjustment of other device	V5399	Z4689	10000
ICD9	746.9	UNSPECIFIED CONGENITAL ANOMALY OF HEART	7469	Q249	10000
ICD9	780.9	OTHER GENERAL SYMPTOMS	78099	R4584	10000
ICD9	E938.9	OTHER AND UNSPECIFIED LOCAL ANESTHETICS CAUSING ADVERSE EFFECTS IN THERAPEUTIC USE	E9389	NoDx	11000
ICD9	944.27	BLISTERS WITH EPIDERMAL LOSS DUE TO BURN [SECOND DEGREE] OF WRIST	94427	T23279A	10000
ICD9	767.3	OTHER INJURIES TO SKELETON DUE TO BIRTH TRAUMA	7673	P132	10000
ICD9	972.5	POISONING BY OTHER VASODILATORS	9725	T467X4A	10000
ICD9	V54.16	AFTERCARE FOR HEALING TRAUMATIC FRACTURE OF LOWER LEG	V5416	S92136D	10000
ICD9	969.79	Poisoning by Other Psychostimulants	96979	T43692A	10000
ICD9	863.45	INJURY TO RECTUM WITHOUT OPEN WOUND INTO CAVITY	86345	S3660XA	10000
ICD9	558.9	OTHER AND UNSPECIFIED NONINFECTIOUS GASTROENTERITIS AND COLITIS	5589	K529	10000
ICD9	279.09	OTHER DEFICIENCY OF HUMORAL IMMUNITY	27909	D808	10000
ICD9	968.4	POISONING BY OTHER AND UNSPECIFIED GENERAL ANESTHETICS	9684	T41291A	10000
ICD9	795.5	Nonspecific Reaction to Test for Tuberculosis	79551	R7611	00000
ICD9	V13.22	Personal history of cervical dysplasia	V1322	Z87410	00000
ICD9	737.22	OTHER POSTSURGICAL LORDOSIS	73722	M964	10000
ICD9	V90.32	Retained Tooth	V9032	Z1832	00000
ICD9	155.1	MALIGNANT NEOPLASM OF INTRAHEPATIC BILE DUCTS	1551	C221	00000
ICD9	619.1	DIGESTIVE-GENITAL TRACT FISTULA, FEMALE	6191	N824	10000
ICD9	073.0	ORNITHOSIS WITH PNEUMONIA	0730	A70	10111
ICD9	524.35	Rotation of tooth/teeth	52435	M2635	00000
ICD9	998.2	ACCIDENTAL PUNCTURE OR LACERATION DURING A PROCEDURE	9982	J9572	10000
ICD9	516.63	Surfactant Mutations of the Lung	51663	J8483	00000
ICD9	743.43	OTHER CONGENITAL CORNEAL OPACITIES	74343	Q133	10000
ICD9	967.9	POISONING BY UNSPECIFIED SEDATIVE OR HYPNOTIC	9679	T4272XA	10000
ICD9	232.5	CARCINOMA IN SITU OF SKIN OF TRUNK, EXCEPT SCROTUM	2325	D045	10000
ICD9	333.79	Other acquired torsion dystonia	33379	G248	10000
ICD9	278.8	OTHER HYPERALIMENTATION	2788	E678	10000
ICD9	191.4	MALIGNANT NEOPLASM OF OCCIPITAL LOBE	1914	C714	00000
ICD9	989.5	TOXIC EFFECT OF VENOM	9895	T63001A	10000
ICD9	766.22	Prolonged gestation of infant	76622	P0822	00000
ICD9	295.9	UNSPECIFIED SCHIZOPHRENIA	29590	F209	10000
ICD9	995.53	CHILD SEXUAL ABUSE	99553	T7422XA	10000
ICD9	633.9	UNSPECIFIED ECTOPIC PREGNANCY	63390	O0090	00000
ICD9	891	OPEN WOUND OF KNEE, LEG [EXCEPT THIGH], AND ANKLE	8910	S91009A	10000
ICD9	824.1	FRACTURE OF MEDIAL MALLEOLUS, OPEN	8241	S8253XC	10000
ICD9	V54.12	AFTERCARE FOR HEALING TRAUMATIC FRACTURE OF LOWER ARM	V5412	S52222D	10000
ICD9	649.01	Tobacco use disorder complicating pregnancy, childbirth, or the puerperium, delivered, with or without mention of antepartum condition	64901	O99334	10000
ICD9	731.1	OSTEITIS DEFORMANS IN DISEASES CLASSIFIED ELSEWHERE	7311	M9060	10000
ICD9	756.4	CHONDRODYSTROPHY	7564	Q771	10000
ICD9	945.2	BLISTERS WITH EPIDERMAL LOSS DUE TO BURN [SECOND DEGREE] OF LOWER LIMB(S)	94520	T24609A	10000
ICD9	890	OPEN WOUND OF HIP AND THIGH	8900	S71109A	10000
ICD9	131.0	UROGENITAL TRICHOMONIASIS	13100	A5900	00000
ICD9	980.0	TOXIC EFFECT OF ETHYL ALCOHOL	9800	T510X4A	10000
ICD9	693.8	DERMATITIS DUE TO OTHER SPECIFIED SUBSTANCES TAKEN INTERNALLY	6938	L278	00000
ICD9	368.8	OTHER SPECIFIED VISUAL DISTURBANCES	3688	H538	10000
ICD9	301.20	SCHIZOID PERSONALITY DISORDER, UNSPECIFIED	30120	F601	10000
ICD9	163.1	MALIGNANT NEOPLASM OF VISCERAL PLEURA	1631	C384	10000
ICD9	023.8	OTHER BRUCELLOSIS	0238	A238	00000
ICD9	592.9	URINARY CALCULUS, UNSPECIFIED	5929	N209	10000
ICD9	789.9	OTHER SYMPTOMS INVOLVING ABDOMEN AND PELVIS	7899	R198	10000
ICD9	V54.16	AFTERCARE FOR HEALING TRAUMATIC FRACTURE OF LOWER LEG	V5416	S92054D	10000
ICD9	744.46	PREAURICULAR SINUS OR FISTULA	74446	Q181	10000
ICD9	671.23	Superficial thrombophlebitis in pregnancy and the puerperium, antepartum condition or complication	67123	O2221	10000
ICD9	428.0	CONGESTIVE HEART FAILURE, UNSPECIFIED	4280	I50814	10000
ICD9	V60.3	PERSON LIVING ALONE	V603	Z602	10000
ICD9	994.7	ASPHYXIATION AND STRANGULATION	9947	T7121XA	10000
ICD9	944.13	ERYTHEMA DUE TO BURN [FIRST DEGREE] OF TWO OR MORE DIGITS OF HAND, NOT INCLUDING THUMB	94413	T23139A	10000
ICD9	665.90	Unspecified obstetrical trauma, unspecified as to episode of care or not applicable	66590	O719	10000
ICD9	337.9	UNSPECIFIED DISORDER OF AUTONOMIC NERVOUS SYSTEM	3379	G909	10000
ICD9	276.9	ELECTROLYTE AND FLUID DISORDERS NOT ELSEWHERE CLASSIFIED	2769	E878	00000
ICD9	649.63	Uterine size date discrepancy, antepartum condition or complication	64963	O26841	10000
ICD9	989.82	TOXIC EFFECT OF LATEX	98982	T65812A	10000
ICD9	E854	ACCIDENTAL POISONING BY OTHER PSYCHOTROPIC AGENTS	E8540	NoDx	11000
ICD9	V72.32	Encounter for Papanicolaou cervical smear to confirm findings of recent normal smear following initial abnormal smear	V7232	Z0142	00000
ICD9	488	Influenza Due to Certain Identified Influenza Viruses	48809	J09X9	10000
ICD9	E878.9	UNSPECIFIED SURGICAL OPERATIONS AND PROCEDURES CAUSING ABNORMAL PATIENT REACTION, OR LATER COMPLICATION, WITHOUT MENTION OF MISADVENTURE AT TIME OF OPERATION	E8789	Y839	10000
ICD9	414.12	DISSECTION OF CORONARY ARTERY	41412	I2542	00000
ICD9	929.0	CRUSHING INJURY OF MULTIPLE SITES, NOT ELSEWHERE CLASSIFIED	9290	S7720XA	10000
ICD9	648.61	Other cardiovascular diseases complicating pregnancy, childbirth, or the puerperium, delivered, with or without mention of antepartum condition	64861	O99413	10000
ICD9	944.43	Deep necrosis of underlying tissues due to burn [deep third degree] of two or more digits of hand, not including thumb, without mention of loss of a body part	94443	T23739A	10000
ICD9	656.11	Rhesus isoimmunization affecting management of mother, delivered, with or without mention of antepartum condition	65611	O360120	10000
ICD9	V25.2	ENCOUNTER FOR STERILIZATION	V252	Z302	00000
ICD9	V15.42	PERSONAL HISTORY OF EMOTIONAL ABUSE	V1542	Z91411	10000
ICD9	148.9	MALIGNANT NEOPLASM OF HYPOPHARYNX, UNSPECIFIED	1489	C139	00000
ICD9	238.5	NEOPLASM OF UNCERTAIN BEHAVIOR OF HISTIOCYTIC AND MAST CELLS	2385	D4701	10000
ICD9	690.12	SEBORRHEIC INFANTILE DERMATITIS	69012	L211	10000
ICD9	237.72	NEUROFIBROMATOSIS, TYPE 2 [ACOUSTIC NEUROFIBROMATOSIS]	23772	Q8502	00000
ICD9	635.71	LEGALLY INDUCED ABORTION, INCOMPLETE, WITH OTHER SPECIFIED COMPLICATIONS	63571	O0489	10000
ICD9	V54.16	AFTERCARE FOR HEALING TRAUMATIC FRACTURE OF LOWER LEG	V5416	S92909D	10000
ICD9	733.81	MALUNION OF FRACTURE	73381	S42009P	10000
ICD9	948.1	BURN [ANY DEGREE] INVOLVING 10-19 PERCENT OF BODY SURFACE	94810	T3210	10000
ICD9	366.4	CATARACT ASSOCIATED WITH OTHER DISORDERS	36641	E1136	10000
ICD9	346.9	MIGRAINE, UNSPECIFIED	34690	G43909	00000
ICD9	616.9	UNSPECIFIED INFLAMMATORY DISEASE OF CERVIX, VAGINA, AND VULVA	6169	N739	10000
ICD9	965.09	POISONING BY OTHER OPIATES AND RELATED NARCOTICS	96509	T40603A	10000
ICD9	622.2	LEUKOPLAKIA OF CERVIX (UTERI)	6222	N880	00000
ICD9	839.52	OPEN DISLOCATION, SACRUM	83952	S31000A	10112
ICD9	733.9	OTHER AND UNSPECIFIED DISORDERS OF BONE AND CARTILAGE	73390	M899	10000
ICD9	593.4	OTHER URETERIC OBSTRUCTION	5934	N138	10000
ICD9	664.01	First-degree perineal laceration during delivery, delivered, with or without mention of antepartum condition	66401	O700	10000
ICD9	V70.3	OTHER GENERAL MEDICAL EXAMINATION FOR ADMINISTRATIVE PURPOSES	V703	Z0289	10000
ICD9	362.62	MICROCYSTOID DEGENERATION OF RETINA	36262	H35429	10000
ICD9	673.2	OBSTETRICAL BLOOD-CLOT EMBOLISM	67320	O88219	10000
ICD9	323.4	Other Encephalitis, Myelitis, and Encephalomyelitis Due to Other Infections Classified Elsewhere	32341	G053	10000
ICD9	080	LOUSE-BORNE [EPIDEMIC] TYPHUS	080	A750	00000
ICD9	308.9	UNSPECIFIED ACUTE REACTION TO STRESS	3089	F430	10000
ICD9	624.8	OTHER SPECIFIED NONINFLAMMATORY DISORDERS OF VULVA AND PERINEUM	6248	N9089	10000
ICD9	803.72	OTHER OPEN SKULL FRACTURE WITH SUBARACHNOID, SUBDURAL, AND EXTRADURAL HEMORRHAGE, WITH BRIEF [LESS THAN ONE HOUR] LOSS OF CONSCIOUSNESS	80372	S0291XB	10111
ICD9	373.31	ECZEMATOUS DERMATITIS OF EYELID	37331	H01139	10000
ICD9	733.95	STRESS FRACTURE OF OTHER BONE	73395	M4848XA	10000
ICD9	959.4	OTHER AND UNSPECIFIED INJURY TO HAND, EXCEPT FINGER	9594	S6990XA	10000
ICD9	487.8	INFLUENZA WITH OTHER MANIFESTATIONS	4878	J112	10000
ICD9	411.0	POSTMYOCARDIAL INFARCTION SYNDROME	4110	I241	00000
ICD9	998.1	HEMORRHAGE OR HEMATOMA COMPLICATING A PROCEDURE	99811	I97410	10000
ICD9	973.2	POISONING BY EMOLLIENT CATHARTICS	9732	T473X2A	10000
ICD9	815.04	CLOSED FRACTURE OF NECK OF METACARPAL BONE(S)	81504	S62339A	10000
ICD9	E873.3	INADVERTENT EXPOSURE OF PATIENT TO RADIATION DURING MEDICAL CARE	E8733	Y633	00000
ICD9	V54.11	AFTERCARE FOR HEALING TRAUMATIC FRACTURE OF UPPER ARM	V5411	S42302D	10000
ICD9	E942.9	OTHER AND UNSPECIFIED AGENTS PRIMARILY AFFECTING THE CARDIOVASCULAR SYSTEM CAUSING ADVERSE EFFECTS IN THERAPEUTIC USE	E9429	NoDx	11000
ICD9	201.96	HODGKIN'S DISEASE, UNSPECIFIED TYPE, INVOLVING INTRAPELVIC LYMPH NODES	20196	C8196	00000
ICD9	V54.15	AFTERCARE FOR HEALING TRAUMATIC FRACTURE OF UPPER LEG	V5415	S72413D	10000
ICD9	528.6	LEUKOPLAKIA OF ORAL MUCOSA, INCLUDING TONGUE	5286	K1321	10000
ICD9	998.1	HEMORRHAGE OR HEMATOMA COMPLICATING A PROCEDURE	99811	H59323	10000
ICD9	365.10	OPEN-ANGLE GLAUCOMA, UNSPECIFIED	36510	H4010X1	10000
ICD9	156.2	MALIGNANT NEOPLASM OF AMPULLA OF VATER	1562	C241	00000
ICD9	291.1	Alcohol-induced persisting amnestic disorder	2911	F1096	10000
ICD9	493.0	EXTRINSIC ASTHMA	49300	J4520	10000
ICD9	838.12	OPEN DISLOCATION OF MIDTARSAL (JOINT)	83812	S93316A	10111
ICD9	070.44	CHRONIC HEPATITIS C WITH HEPATIC COMA	07044	B182	10000
ICD9	690.18	OTHER SEBORRHEIC DERMATITIS	69018	L218	00000
ICD9	461.8	OTHER ACUTE SINUSITIS	4618	J0140	10000
ICD9	437	OTHER AND ILL-DEFINED CEREBROVASCULAR DISEASE	4370	I672	00000
ICD9	291.2	Alcohol-induced persisting dementia	2912	F1027	10000
ICD9	784.3	APHASIA	7843	R4701	00000
ICD9	934	FOREIGN BODY IN TRACHEA, BRONCHUS, AND LUNG	9340	T17408A	10000
ICD9	535.7	Eosinophilic gastritis	53570	K5281	10000
ICD9	934.8	FOREIGN BODY IN OTHER SPECIFIED PARTS BRONCHUS AND LUNG	9348	T17898A	10000
ICD9	V54.13	AFTERCARE FOR HEALING TRAUMATIC FRACTURE OF HIP	V5413	S32613D	10000
ICD9	980.1	TOXIC EFFECT OF METHYL ALCOHOL	9801	T511X4A	10000
ICD9	345.40	Localization-related (focal) (partial) epilepsy and epileptic syndromes with complex partial seizures, without mention of intractable epilepsy	34540	G40201	10000
ICD9	777	PERINATAL DISORDERS OF DIGESTIVE SYSTEM	7779	P789	00000
ICD9	551.02	BILATERAL FEMORAL HERNIA WITH GANGRENE	55102	K4110	00000
ICD9	008.02	INTESTINAL INFECTION DUE TO ENTEROTOXIGENIC E. COLI	00802	A041	00000
ICD9	414.01	CORONARY ATHEROSCLEROSIS OF NATIVE CORONARY ARTERY	41401	I2510	10000
ICD9	V54.12	AFTERCARE FOR HEALING TRAUMATIC FRACTURE OF LOWER ARM	V5412	S62645D	10000
ICD9	670.20	Puerperal Sepsis, Unspecified as to Episode of Care or Not Applicable	67020	O85	10000
ICD9	E949.6	OTHER AND UNSPECIFIED VIRAL AND RICKETTSIAL VACCINES CAUSING ADVERSE EFFECTS IN THERAPEUTIC USE	E9496	NoDx	11000
ICD9	756.59	OTHER CONGENITAL OSTEODYSTROPHIES	75659	Q788	10000
ICD9	277.1	DISORDERS OF PORPHYRIN METABOLISM	2771	E8029	10000
ICD9	985.9	TOXIC EFFECT OF UNSPECIFIED METAL	9859	T5694XA	10000
ICD9	365.1	OPEN-ANGLE GLAUCOMA	36510	H4010X3	10000
ICD9	800.31	CLOSED FRACTURE OF VAULT OF SKULL WITH OTHER AND UNSPECIFIED INTRACRANIAL HEMORRHAGE, WITH NO LOSS OF CONSCIOUSNESS	80031	S06360A	10112
ICD9	897.5	TRAUMATIC AMPUTATION OF LEG(S) (COMPLETE) (PARTIAL), UNILATERAL, LEVEL NOT SPECIFIED, COMPLICATED	8975	S88929A	10000
ICD9	379.31	APHAKIA	37931	H2703	10000
ICD9	235.4	NEOPLASM OF UNCERTAIN BEHAVIOR OF RETROPERITONEUM AND PERITONEUM	2354	D484	10000
ICD9	709.00	DYSCHROMIA, UNSPECIFIED	70900	L819	00000
ICD9	410.9	ACUTE MYOCARDIAL INFARCTION, UNSPECIFIED SITE	41090	I219	10000
ICD9	V72.42	Pregnancy examination or test, positive result	V7242	Z3201	00000
ICD9	780.94	Early satiety	78094	R6881	00000
ICD9	958.91	Traumatic compartment syndrome of upper extremity	95891	T79A19A	10000
ICD9	335.20	AMYOTROPHIC LATERAL SCLEROSIS	33520	G1221	10000
ICD9	642.52	Severe pre-eclampsia, delivered, with mention of postpartum complication	64252	O1425	10000
ICD9	944.41	Deep necrosis of underlying tissues due to burn [deep third degree] of single digit [finger (nail)] other than thumb, without mention of loss of a body part	94441	T23729A	10000
ICD9	E835.0	OTHER AND UNSPECIFIED FALL IN WATER TRANSPORT INJURING OCCUPANT OF SMALL BOAT, UNPOWERED	E8350	V9338XA	10000
ICD9	854.06	INTRACRANIAL INJURY OF OTHER AND UNSPECIFIED NATURE, WITHOUT MENTION OF OPEN INTRACRANIAL WOUND, WITH LOSS OF CONSCIOUSNESS OF UNSPECIFIED DURATION	85406	S061X9A	10000
ICD9	E819.5	MOTOR VEHICLE TRAFFIC ACCIDENT OF UNSPECIFIED NATURE INJURING RIDER OF ANIMAL; OCCUPANT OF ANIMAL-DRAWN VEHICLE	E8195	V80919A	10000
ICD9	E001	Activities Involving Walking and Running	E0010	Y9301	00000
ICD9	649.53	Spotting complicating pregnancy, antepartum condition or complication	64953	O26851	10000
ICD9	816.11	OPEN FRACTURE OF MIDDLE OR PROXIMAL PHALANX OR PHALANGES OF HAND	81611	S62649B	10000
ICD9	372.05	ACUTE ATOPIC CONJUNCTIVITIS	37205	H1013	10000
ICD9	E885.0	FALL FROM (NONMOTORIZED) SCOOTER	E8850	V00141A	10000
ICD9	905.0	LATE EFFECT OF FRACTURE OF SKULL AND FACE BONES	9050	S0240FS	10000
ICD9	187	MALIGNANT NEOPLASM OF PENIS AND OTHER MALE GENITAL ORGANS	1879	C639	00000
ICD9	748.60	CONGENITAL ANOMALY OF LUNG, UNSPECIFIED	74860	Q339	00000
ICD9	811.01	CLOSED FRACTURE OF ACROMIAL PROCESS OF SCAPULA	81101	S42123A	10000
ICD9	716.99	ARTHROPATHY UNSPECIFIED, INVOLVING MULTIPLE SITES	71699	M129	10000
ICD9	916.5	INSECT BITE, NONVENOMOUS OF HIP, THIGH, LEG, AND ANKLE, INFECTED	9165	S70369A	10111
ICD9	802.26	SYMPHYSIS OF BODY OF MANDIBLE CLOSED FRACTURE	80226	S0266XA	10000
ICD9	733.81	MALUNION OF FRACTURE	73381	S8290XR	10000
ICD9	296.34	MAJOR DEPRESSIVE DISORDER, RECURRENT EPISODE, SEVERE DEGREE, SPECIFIED AS WITH PSYCHOTIC BEHAVIOR	29634	F333	10000
ICD9	099.50	VENEREAL DISEASES DUE TO CHLAMYDIA TRACHOMATIS, UNSPECIFIED SITE	09950	A5619	10000
ICD9	V54.12	AFTERCARE FOR HEALING TRAUMATIC FRACTURE OF LOWER ARM	V5412	S62243D	10000
ICD9	806.05	CLOSED FRACTURE OF C(5)-C(7) LEVEL WITH UNSPECIFIED SPINAL CORD INJURY	80605	S12501A	10122
ICD9	533.11	ACUTE PEPTIC ULCER OF UNSPECIFIED SITE WITH PERFORATION, WITH OBSTRUCTION	53311	K271	10000
